OTU id	GC content	Rho scores	Rho homolog	length of U-rich sequence	Completeness	Contamination	Taxonomy					
OTU-42344	29.26278	0.748780821917807	1	7	95.17	1.51	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AC;s__Clostridium_AC tepidiprofundi					
OTU-40347	30.79724	0.7541700895208	1	8	98.97	1.77	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__					
OTU-28128	30.89539	0.81027115716753	1	8	98.58	3.07	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD estertheticum					
OTU-41541	33.013059999999896	0.986960463531017	1	7	99.04	2.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AE;s__Clostridium_AE oryzae					
OTU-39146	29.269099999999998	0.723678753180661	1	8	99.31	1.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AF;s__Clostridium_AF grantii					
OTU-26793	27.846899999999902	0.603078007045798	1	8	99.19	1.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AG;s__Clostridium_AG cavendishii					
OTU-37614	26.475450000000002	0.599683590208522	1	8	99.17	0.48	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AH;s__Clostridium_AH fallax					
OTU-42829	30.68144	0.728500370644922	1	7	99.31	3.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AK;s__Clostridium_AK peptidivorans					
OTU-43034	31.33135	0.847455555555555	1	7	99.31	2.61	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AK;s__Clostridium_AK sp900185645					
OTU-39262	29.618329999999997	0.771518676627535	1	8	97.59	4.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AM;s__Clostridium_AM carboxidivorans					
OTU-40615	29.456119999999903	0.690802482460874	1	8	100	2.09	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AM;s__Clostridium_AM drakei					
OTU-26699	29.44914	0.703451445515196	1	8	96.9	4.14	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AN;s__Clostridium_AN bornimense					
OTU-41385	30.87356	0.872960784313725	1	7	97.93	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AO;s__Clostridium_AO liquoris					
OTU-39563	29.239899999999903	0.720703747072598	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AO;s__Clostridium_AO lundense					
OTU-44395	29.046660000000003	0.655042496679946	1	8	99.42	2.11	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AO;s__Clostridium_AO tetanomorphum					
OTU-24027	31.169259999999998	0.799146359048305	1	7	98.62	1.76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__					
OTU-27860	32.0391599999999	0.780685245901639	1	7	99.31	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B kluyveri					
OTU-37529	30.685829999999996	0.82391696238467	1	7	98.62	0.15	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B ljungdahlii					
OTU-29057	31.07641	0.842507042253521	1	7	98.62	0.48	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B ljungdahlii_A					
OTU-33443	34.87294	0.989531746031746	1	7	99.23	1.38	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B luticellarii					
OTU-37987	30.76265	0.77926282722513	1	7	99.49	0.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B tyrobutyricum					
OTU-29446	26.6490799999999	0.505671999999999	1	8	97.03	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_C;s__Clostridium_C acetireducens					
OTU-28738	28.8518	0.543632881085395	1	8	97.24	1.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_D;s__Clostridium_D collagenovorans					
OTU-35068	27.9416499999999	0.549514323784144	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum					
OTU-14328	28.015289999999997	0.585646855563234	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum_A					
OTU-39245	27.436889999999902	0.612187434554973	1	8	97.93	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F niameyense					
OTU-33280	27.092909999999996	0.456471713810316	1	8	99.31	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F sp001276215					
OTU-42538	26.6374599999999	0.447053333333333	1	8	99.31	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F tepidum					
OTU-12307	28.6498	0.731777906976744	1	8	98.62	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G cochlearium					
OTU-19760	28.59296	0.767796442687746	1	8	98.62	0.06	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani					
OTU-40009	27.820030000000003	0.607266136162687	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H botulinum_B					
OTU-36869	27.74814	0.582309183673469	1	8	97.93	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H haemolyticum					
OTU-45329	31.06218	0.886317053642914	1	7	100	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H homopropionicum					
OTU-39981	28.21681	0.630566353187042	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H massiliodielmoense					
OTU-30616	28.855180000000004	0.70147268907563	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H novyi					
OTU-37928	31.10709	0.774886363636363	1	8	99.31	0.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H thermopalmarium					
OTU-39147	30.06052	0.860141815235008	1	8	98.62	0.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I acidisoli					
OTU-35080	30.695919999999997	0.783047931713722	1	8	97.93	3.79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I akagii					
OTU-20473	29.727819999999998	0.879085048010973	1	8	100	0.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I arbusti					
OTU-26419	29.739129999999903	0.870744769874476	1	8	100	0.08	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I pasteurianum					
OTU-32320	30.558699999999998	0.788409169054441	1	7	100	0.39	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_I;s__Clostridium_I pasteurianum_A					
OTU-12107	28.78564	0.653747826086956	1	8	97.93	4.07	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J argentinense					
OTU-37636	26.61711	0.548417149478563	1	9	99.19	2.18	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J ihumii					
OTU-38745	27.01419	0.491374835309617	1	8	98.77	0.08	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J senegalense					
OTU-42082	32.20474	0.778066548881036	1	8	98.46	1.55	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J sp000821305					
OTU-845	29.93319	0.744609022556391	1	8	98.39	3.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J sulfidigenes					
OTU-22076	31.197360000000003	0.753430416911333	1	8	97.12	2.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J tunisiense					
OTU-44313	31.209049999999998	0.72881813275769	1	8	98.83	1.61	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_K;s__Clostridium_K cellulovorans					
OTU-39684	30.360480000000003	0.84032676056338	1	8	99.19	2.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_L;s__					
OTU-6038	30.261349999999997	0.836242125984252	1	8	100	0.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_L;s__Clostridium_L algidicarnis					
OTU-45099	30.46093	0.89719279819955	1	8	99.17	0.78	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_L;s__Clostridium_L amazonitimonense					
OTU-23976	27.27498	0.587680803571428	1	9	100	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P mediterraneense					
OTU-16180	27.846179999999997	0.678186473429951	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens					
OTU-31742	27.639599999999998	0.589095238095237	1	8	98.25	3.64	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P sp001403635					
OTU-27718	27.149610000000003	0.67569260326609	1	8	98.39	0.48	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P ventriculi					
OTU-24284	30.652269999999998	0.764155044008125	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_S;s__Clostridium_S acetobutylicum					
OTU-36181	29.761670000000002	0.701715178013741	1	8	100	1.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_S;s__Clostridium_S felsineum					
OTU-37451	30.308950000000003	0.574469696969696	1	8	100	1.03	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_S;s__Clostridium_S pasteurianum					
OTU-16791	30.163429999999902	0.816221615720524	1	8	98.77	0.43	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_T;s__Clostridium_T intestinale					
OTU-44092	31.036989999999996	0.869207518796992	1	8	99.19	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__Clostridium_X cadaveris					
OTU-20639	28.369030000000002	0.629241422333125	1	8	99.19	2.59	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_Z;s__Clostridium_Z frigidicarnis					
OTU-25119	29.371749999999903	0.71339974779319	1	8	99.19	2.47	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_Z;s__Clostridium_Z hydrogeniformans					
OTU-40545	32.877250000000004	0.897908693275015	1	7	97.24	4.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__F0540;s__F0540 sp000466585					
OTU-25680	27.480339999999998	0.504061784897025	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__F0540;s__F0540 sp900167505					
OTU-26036	34.0036199999999	0.85926	1	8	96.24	4.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hathewaya;s__Hathewaya proteolytica					
OTU-40792	27.83117	0.558629597946963	1	8	97.24	1.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hathewaya;s__Hathewaya sp003288255					
OTU-36419	29.807689999999997	0.820837313432835	1	7	100	3.56	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Khelaifiella;s__Khelaifiella massiliensis					
OTU-38001	32.34201	0.96540472027972	1	8	98.56	1.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__UBA3947;s__UBA3947 sp900095445					
OTU-27118	38.95045		1	7	99.19	4.03	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Oxobacteraceae;g__Oxobacter;s__Oxobacter pfennigii					
OTU-42668	27.85756	0.562780392156862	1	8	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000270205					
OTU-24265	27.977639999999997	0.548112050739957	1	9	100	0.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp000283555					
OTU-27109	26.056429999999903		1	9	97.12	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Savagellaceae;g__Savagella;s__Savagella sp001655775					
OTU-28044	34.63214	1.21261861313868	1	7	98.59	0.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__;s__					
OTU-28326	40.14452	1.40047124600638	1	7	99.3	0.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__Alkalibacter;s__Alkalibacter saccharofermentans					
OTU-42891	33.33425	1.10787679425837	1	9	98.59	1.41	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis;s__Anaerofustis stercorihominis					
OTU-45025	41.13493	1.45581433506045	1	7	99.3	4.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium bakii					
OTU-27151	43.65694		1	7	99.3	0.75	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium dehalogenans					
OTU-9896	42.2803899999999	1.55808355555555	1	7	100	2.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium sp003260995					
OTU-16620	44.02122	1.74039030612244	1	7	99.3	1.45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium wieringae					
OTU-45011	39.3375599999999	1.19881120144534	1	7	100	1.06	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium woodii					
OTU-16546	47.19828	1.75921538461539	1	7	99.3	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi					
OTU-40392	47.14928	1.64643167912984	1	7	99.3	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium limosum					
OTU-26238	47.52742	1.74451274787535	1	7	99.3	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium limosum_A					
OTU-32225	48.530879999999996	2.07435483870967	1	7	99.3	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium_O;s__Eubacterium_O aggregans					
OTU-18180	48.10824	2.00676462765957	1	7	98.59	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium_O;s__Eubacterium_O barkeri					
OTU-38717	50.764489999999995	1.96723577235772	1	7	99.88	1.06	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Pseudoramibacter;s__Pseudoramibacter alactolyticus					
OTU-28058	30.305300000000003	0.729705633802816	1	8	99.65	2.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Garciellaceae;g__Garciella;s__Garciella nitratireducens					
OTU-28027	31.293969999999998	0.729060693641618	1	8	100	0.45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__					
OTU-20302	32.25672	0.7931993006993	1	7	99.33	0.24	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__					
OTU-18161	31.137130000000003	0.806339977851605	1	9	98.66	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__An114;s__An114 sp002161055					
OTU-11447	45.0292	1.43135294117647	1	8	97.32	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans					
OTU-28961	40.13143	1.18897416267942	1	7	96.64	3.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum neopropionicum					
OTU-13396	38.81149	1.09225596330275	1	7	96.64	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum propionicum					
OTU-9992	47.470999999999904	1.44470404984423	1	8	97.99	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415					
OTU-16454	45.0389	1.44543398058252	1	9	95.84	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp001304995					
OTU-43815	30.89656	0.657578063241106	1	8	97.32	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__ASF356;s__ASF356 sp000364165					
OTU-25713	34.324129999999904	0.766760705289672	1	8	97.99	3.36	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum lentocellum					
OTU-28780	32.7374899999999	0.564931340872374	1	8	98.43	3.04	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum ruminicola					
OTU-30058	35.254439999999995	0.886356223175965	1	8	98.43	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum sp002735925					
OTU-24177	35.2124499999999	0.991325811001409	1	7	98.66	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__Cellulosilyticum sp900095725					
OTU-39268	34.241519999999895	0.809362669816892	1	8	97.99	4.25	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Niameybacter;s__Niameybacter massiliensis					
OTU-29645	27.58641	0.639421874999999	1	8	97.99	1.57	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitalea;s__Defluviitalea phaphyphila					
OTU-26648	34.28295	1.12137207357859	1	7	99.33	2.01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__					
OTU-35980	43.32613	1.33138477366255	1	7	97.13	1.44	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__					
OTU-43503	44.09151	1.35556598984771	1	7	98.64	0.15	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__					
OTU-3292	44.92927	1.40200921658986	1	7	96.09	0.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__					
OTU-42051	45.17669	1.52292714453583	1	7	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__					
OTU-39271	49.05361	1.75982291666666	1	6	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__					
OTU-30676	49.05983	1.86455276907001	1	6	96.52	0.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__					
OTU-38635	49.732949999999995	2.02675355450237	1	6	98.82	2.06	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__					
OTU-39072	42.05896	1.3200120274914	1	7	97.99	3.64	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403255					
OTU-33692	46.56243	1.62216292601828	1	6	98.28	2.49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403315					
OTU-22175	45.08335	1.22703883495145	1	7	98.56	2.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403845					
OTU-34023	38.1508299999999	1.08072594397076	1	7	98.85	2.39	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp001940225					
OTU-43962	40.05733	1.3748382923674	1	8	98.99	2.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__992a;s__992a sp001940245					
OTU-40109	44.17675	1.90845352112676	1	7	99.52	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AC2028;s__AC2028 sp000702085					
OTU-34302	46.20926	2.19062225475841	1	6.5	98.55	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AC2028;s__AC2028 sp000702685					
OTU-42643	47.60743	1.46246226415094	1	6	98.28	2.02	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor muris					
OTU-10555	45.88673	1.39826586102719	1	7	99.52	1.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066365					
OTU-15179	46.47305	1.36335517970401	1	7	98.26	1.45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565					
OTU-29495	34.11501	0.900908032596042	1	7	95.4	1.15	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetitomaculum;s__Acetitomaculum ruminis					
OTU-38658	40.86185	1.23624999999999	1	7	99.33	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetivibrio_A;s__Acetivibrio_A ethanolgignens					
OTU-10136	42.862279999999906	1.26567669172932	1	7	99.21	1.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis					
OTU-6831	41.7976	1.0757969924812	1	7	99.52	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale					
OTU-29684	43.43303	1.27180258899676	1	7	99.76	0.48	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter ruminis					
OTU-40974	43.09666	1.34519093406593	1	7	95.32	0.58	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__An181;s__An181 sp002160325					
OTU-40786	33.178019999999904	0.791533678756476	1	8	99.05	1.58	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobium;s__					
OTU-33708	43.427509999999906	1.35139939939939	1	7	99.05	0.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobium;s__Anaerobium acetethylicum					
OTU-34392	34.95288	0.994952236542835	1	7	99.78	2.01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna aminovalerica					
OTU-32760	40.091099999999905	1.28972314347512	1	7	99.11	3.02	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna xylanovorans					
OTU-11322	34.9068	0.874148648648647	1	7	99.33	3.36	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosporobacter;s__Anaerosporobacter mobilis					
OTU-12349	44.33771	1.54471612903225	1	8	99.33	4.03	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae					
OTU-6914	36.9392199999999	1.29050334672021	1	8	99.33	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus					
OTU-8416	36.6143699999999	1.35195035460992	1	8	99.33	2.01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus_A					
