otu_id	genome_id	type	study	taxonomy	rho homologs	phylum	completeness	contamination	rho scores	CDS counts	stem length	loop length	U count	number	genome size
OTU-31448	2799112946	MAG	IMG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315695	Ga0313398_1010_13	Bacteroidota	96.85	2.5	2.2893653543307093	2895	13.5	5.0	6.0	664.0	3175722
OTU-17642	3300006315_3	MAG	GEM	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-002712965;s__	.	Chloroflexota	95.21	3.06	2.228158333333333	2096	11.0	5.0	6.0	246.0	2074290
OTU-15766	3300027756_10	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-938;s__	.	Proteobacteria	83.52	0.97	3.763440227703989	2399	12.0	5.0	4.0	545.0	2267119
OTU-17644	3300027756_11	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	3300027756.a:Ga0209444_10000167_9	Bacteroidota	97.84	1.1	1.9668916408668728	1933	12.0	4.0	8.0	333.0	2123632
OTU-15771	3300027756_12	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	3300027756.a:Ga0209444_10001089_6	Bacteroidota	85.55	0.25	2.701731292517007	1839	11.0	4.0	7.0	304.0	2097546
OTU-31450	GCA_003561905.1	MAG	NCBI-MAG	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__	PWXN01000265.1_1	Desulfobacterota	91.24	2.26	3.308159677419353	2987	12.0	5.0	5.0	653.0	3100504
OTU-17647	GCA_002293185.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__UBA952 sp002293185	DBCS01000008.1_383	Bacteroidota	98.27	0.0	2.0526983050847454	1913	11.0	4.0	7.0	295.0	2174146
OTU-17648	3300027756_17	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Ga0077559;s__	3300027756.a:Ga0209444_10002425_6	Proteobacteria	77.51	0.98	2.6181941391941383	1878	12.0	5.0	5.0	287.0	1757228
OTU-31451	ZeeviD_2015__PNP_Main_575__bin.3	MAG	Pasolli et al.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	.	Bacteroidota	73.5185	0.0	2.8934585308056917	1873	15.0	5.0	6.0	855.0	2469543
OTU-31452	OhJ_2014__MET0310__bin.37	MAG	Pasolli et al.	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__	NODE_27_length_153483_cov_222.9710_ID_146341_147	Actinobacteriota	97.9695	0.676819	4.047714285714314	2586	15.0	4.0	0.0	902.0	2663216
OTU-17653	3300027976_38	MAG	GEM	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Cephaloticoccus;s__	3300027976.a:Ga0209702_10003374_17,3300027976.a:Ga0209702_10009314_10	Verrucomicrobiota	97.26	0.68	3.811073264781506	3213	11.5	5.0	4.0	796.0	3358893
OTU-33986	2519899651	isolate	IMG	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__KBS-83 sp000381585	G002DRAFT_scaffold00001.1_552	Acidobacteriota	99.14	0.0	3.3204265949270004	5365	12.0	5.0	4.0	1302.0	6250814
OTU-31455	SRR4481704_bin.79	MAG	Almeida et al.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	NODE_4529_length_8213_cov_3.367492_7	Firmicutes_A	73.68	0.0	1.5470288461538457	2026	16.0	5.0	7.0	437.0	1913292
OTU-17658	3300027976_32	MAG	GEM	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__	3300027976.a:Ga0209702_10000602_26,3300027976.a:Ga0209702_10000343_16	Planctomycetota	90.91	1.14	2.0397056000000013	3241	12.5	5.0	7.0	638.0	3913010
OTU-43192	HMP_2012__SRS017139__bin.8	MAG	Pasolli et al.	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	.	Campylobacterota	73.5573	1.42503	1.6569214876033054	1694	11.0	6.0	5.0	275.0	1523640
OTU-17660	3300007722_34	MAG	GEM	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	3300007722.a:Ga0105051_10002393_4,3300007722.a:Ga0105051_10000110_50	Planctomycetota	97.35	0.0	3.561302690582955	2734	10.0	5.0	5.0	459.0	3271499
OTU-17661	3300027976_37	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SCGC-AAA027-K21;s__	.	Proteobacteria	91.71	3.58	2.7917431906614776	3577	12.0	5.0	5.0	542.0	3567430
OTU-15862	3300027976_35	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__Ga0077527;s__	3300027976.a:Ga0209702_10000227_21	Proteobacteria	98.58	0.16	3.0346576402321217	3623	12.0	4.0	4.0	1042.0	3635909
OTU-31456	GCF_003957745.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__	NZ_CP020373.1_3043	Proteobacteria	100.0	0.62	3.0676935312831395	4180	12.0	4.0	6.0	1886.0	4858998
OTU-17674	3300029874_12	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000436735	.	Firmicutes_A	92.62	0.67	2.7366324873096524	2458	14.0	4.0	5.0	998.0	2627854
OTU-31458	3300022301	SAG	IMG	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Ga0232584_1019_26	Verrucomicrobiota	68.97	0.0	3.1348755980861243	2182	12.0	4.5	3.0	212.0	2632675
OTU-17677	3300021376_47	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__;s__	3300021376.a:Ga0194130_10000679_10	Bacteroidota	97.62	0.1	2.8231135531135534	2177	11.0	4.0	7.0	274.0	2425680
OTU-17679	3300011706_4	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	.	Firmicutes_A	89.98	0.35	1.2354339430894299	3432	14.0	4.0	7.0	997.0	3266533
OTU-17681	3300008408_11	MAG	GEM	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	3300008408.a:Ga0115077_100060_24	Campylobacterota	96.48	1.54	1.3791173708920188	2056	11.0	5.0	5.0	430.0	2166610
OTU-31459	2524614865	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus zeaxanthinifaciens	F804DRAFT_scaffold00014.14_19	Proteobacteria	97.97	0.0	3.875935349322236	2975	13.0	4.0	3.0	964.0	3055520
OTU-31460	2751185890	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas haloplanktis	Ga0166464_116_5	Proteobacteria	100.0	0.79	1.3376269946808514	4335	12.0	4.0	6.0	1508.0	5026704
OTU-43194	2609459642	isolate	IMG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp900142915	Ga0066759_108_218	Bacteroidota	97.46	0.98	1.9146490166414631	6164	13.0	5.0	6.0	1983.0	7213459
OTU-31462	GCF_002929375.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_D;s__Arthrobacter_D sp002929375	NZ_PJIP01000003.1_303	Actinobacteriota	99.77	1.3	4.17193695652174	3627	16.0	4.0	0.0	1399.0	3842190
OTU-31463	GCF_001995215.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis azurea	NZ_MUXN01000004.1_202	Actinobacteriota	100.0	1.48	3.9520275885558056	8547	17.0	4.0	3.0	2953.0	9217912
OTU-31464	GCA_003134895.1	MAG	NCBI-MAG	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003134655	PLCU01000121.1_60	Acidobacteriota	99.72	1.14	3.4477666034155563	7264	12.0	4.0	4.0	2134.0	8018070
OTU-39210	GCF_000328305.2	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_F;s__Arthrobacter_F crystallopoietes_A	NZ_ANPE02000105.1_1	Actinobacteriota	98.64	2.66	3.8328902255639186	4398	15.0	5.0	0.0	1373.0	4348607
OTU-31465	2710264689	MAG	IMG	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA11359;g__C7867-002;s__C7867-002 sp001822575	.	Patescibacteria	63.48	0.0	2.595704545454546	468	13.0	5.0	6.0	89.0	456623
OTU-31466	GCF_900471875.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium altiplani	NZ_UCGD01000036.1_60	Proteobacteria	100.0	0.0	3.5921965065502213	6149	12.0	4.0	4.0	1854.0	6278966
OTU-272	3300025678_54	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__	.	Firmicutes_A	70.25	0.71	2.401830287206265	1254	13.0	5.0	5.0	401.0	1185550
OTU-17698	3300025678_57	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__GWA2-38-27;g__;s__	.	Patescibacteria	74.43	1.88	0.6347767441860466	1488	11.0	5.0	8.0	225.0	1095244
OTU-31467	GCA_002691205.1	MAG	NCBI-MAG	d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691205	NZHD01000029.1_27	Myxococcota	90.65	1.94	3.1152911646586343	3900	11.5	5.0	5.0	502.0	4558888
OTU-31468	GCA_002728855.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002728855;s__GCA-002728855 sp002728855	PBWA01000043.1_17	Bacteroidota	94.12	1.47	1.2259128205128207	1488	10.0	5.0	8.0	197.0	1618344
OTU-31469	2556921042	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp000688075	N549DRAFT_scaffold00001.1_803	Proteobacteria	99.51	0.61	3.7640870083432385	6762	12.0	4.0	4.0	2524.0	7106298
OTU-31470	GCF_003570925.1	isolate	NCBI-RefSeq	d__Bacteria;p__Caldisericota;c__Caldisericia;o__UBA4822;f__UBA4822;g__UBA4822;s__UBA4822 sp003140815	NZ_QXIS01000023.1_9	Caldisericota	83.28	0.0	3.1826588235294087	1425	13.0	5.0	4.0	345.0	1487053
OTU-31471	GCA_001898185.1	MAG	NCBI-MAG	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas sp001898185	MKTI01000013.1_28	Actinobacteriota	99.37	0.0	4.099995970991156	3621	16.0	4.0	0.0	1243.0	3873425
OTU-17709	3300027779_34	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	.	Bacteroidota	55.26	0.0	1.174467741935484	954	11.0	5.0	8.0	128.0	989519
OTU-31472	GCA_002450815.1	MAG	NCBI-MAG	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA6927;g__UBA6927;s__UBA6927 sp002717725	.	Chloroflexota	80.31	3.3	1.7665702479338845	1704	10.0	6.0	6.0	129.0	1587388
OTU-17710	3300006045_58	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	.	Firmicutes_A	70.51	0.71	1.7897346368715084	1907	14.0	5.0	6.0	370.0	2409318
OTU-17711	3300006045_59	MAG	GEM	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_J;s__	3300006045.a:Ga0082212_10000004_132	Desulfobacterota_A	69.88	0.0	3.1975008375209417	2232	14.0	4.0	5.0	611.0	2489302
OTU-14266	3300006045_57	MAG	GEM	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__UBA5745;g__;s__	.	Firmicutes_B	74.6	2.11	2.593028673835125	2162	13.0	5.0	5.0	570.0	2513506
OTU-17714	3300006045_55	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__;s__	3300006045.a:Ga0082212_10000095_52	Firmicutes_A	91.2	1.06	1.7111808669656223	2430	13.0	5.0	6.0	674.0	2638897
OTU-16134	3300006045_53	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	.	Firmicutes_A	85.91	2.24	1.9631564945226907	2763	12.0	4.0	5.0	657.0	2681400
OTU-17716	3300006045_51	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__	.	Firmicutes_A	80.76	0.56	1.4359068047337278	2445	13.0	5.0	7.0	678.0	2752342
OTU-17717	3300026338_1	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_S;s__	3300026338.a:Ga0214527_10009_179	Firmicutes_A	99.31	1.4	0.6571078735275886	5615	14.0	5.0	7.0	1623.0	6007294
OTU-31475	GCF_003952505.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__	NZ_CP034450.1_4035	Proteobacteria	98.96	1.07	3.7675541052631374	6245	12.0	4.0	4.0	2375.0	6461656
OTU-31477	CM_cf__CF_FIFC013SS_t5M16__bin.4	MAG	Pasolli et al.	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	NODE_2_length_233769_cov_24.4418_32	Actinobacteriota	97.5806	0.0	1.7491618625277165	1240	14.0	4.0	7.0	453.0	1438779
OTU-31478	2579778550	isolate	IMG	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum;s__Thermoanaerobaculum aquaticum	JMFG01000002_190	Acidobacteriota	94.44	1.71	3.437501272264633	2407	11.0	4.0	5.0	397.0	2660928
OTU-27462	2623620567	isolate	IMG	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora echinofusca	Ga0070610_11_652	Actinobacteriota	100.0	1.84		6044	16.0	4.0	0.0	2740.0	7002527
OTU-31479	GCF_004358185.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__	NZ_SMUV01000070.1_62	Proteobacteria	99.57	0.43	3.6991798941798923	4475	13.0	4.0	3.0	1716.0	4663068
OTU-31480	GCF_001038455.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Fructobacillus;s__Fructobacillus sp001038455	.	Firmicutes	98.52	0.0	1.3845711920529793	1665	14.0	4.0	8.0	618.0	1637196
OTU-43197	2615840657	isolate	IMG	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__G233;s__G233 sp002563855	Ga0070143_11_935	Chloroflexota	96.7	0.99	3.3543883928571496	2670	13.0	4.0	0.0	672.0	2743337
OTU-17738	3300022742_10	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	3300022742.a:Ga0206117_100027_159	Proteobacteria	99.54	1.01	3.788819767441877	2992	13.0	4.0	3.0	1205.0	3405528
OTU-17739	GCF_000016645.1	isolate	NCBI-RefSeq	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium johnsoniae	NC_009441.1_4763	Bacteroidota	99.65	0.14	1.130452061599605	5166	14.0	4.0	8.0	2013.0	6096872
OTU-16294	3300026041_12	MAG	GEM	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__;s__	3300026041.a:Ga0207639_10000014_182	Verrucomicrobiota	81.76	0.94	3.7941331707316888	4839	12.0	4.0	4.0	2061.0	6604838
OTU-17742	GCF_002734245.1	isolate	NCBI-RefSeq	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp002734245	NZ_PEAZ01000063.1_119	Bacteroidota	99.84	0.48	2.0547795121951236	3724	14.0	4.0	7.0	1045.0	4005031
OTU-17743	GCF_000380605.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp000380605	NZ_AQYD01000006.1_803	Actinobacteriota	99.49	0.0	4.060452005730662	3763	16.0	4.0	0.0	1396.0	4073216
OTU-31485	GCF_900199405.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__OEMS01;s__OEMS01 sp900199405	NZ_LT963430.1_1509	Firmicutes_A	99.3	1.17	2.479470734744722	3715	15.0	4.0	5.0	1607.0	4182568
OTU-16323	3300007345_13	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__	3300007345.a:Ga0070752_1020945_3	Proteobacteria	54.91	0.16	3.8894288135593267	2965	12.0	4.0	3.5	628.0	2731299
OTU-31487	GCF_004331765.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lelliottia;s__Lelliottia amnigena	NZ_SJSP01000022.1_58	Proteobacteria	99.7	0.09	2.9797699642431517	4388	11.0	4.0	5.0	1698.0	4606148
OTU-31488	2523231049	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__Thalassobaculum;s__Thalassobaculum litoreum	G578DRAFT_scaffold00003.3_373	Proteobacteria	100.0	0.22	4.097621147715184	4708	13.0	5.0	3.0	1882.0	5084548
OTU-16346	3300011961_3	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	3300011961.a:Ga0120767_101086_4	Bacteroidota	62.28	1.93	2.1110931758530196	2491	14.0	5.0	7.0	828.0	2939956
OTU-16349	GCF_003864275.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri_AE	NZ_BDJA01000004.1_94	Proteobacteria	99.94	0.14	3.7396690929451304	4551	13.0	4.0	4.0	1792.0	4791932
OTU-17750	3300007345_18	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	.	Proteobacteria	68.97	0.83	3.4054023952095953	2679	13.0	4.0	4.0	886.0	2424579
OTU-31489	GCA_004294385.1	MAG	NCBI-MAG	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	.	Cyanobacteria	98.58	0.0	2.6119332697807423	5351	12.0	5.0	5.0	2166.0	6033591
OTU-17751	3300025894_40	MAG	GEM	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002477515	3300025894.a:Ga0209335_10010475_5,3300025894.a:Ga0209335_10003139_12	Verrucomicrobiota	83.81	0.0	2.268131868131868	1827	11.0	5.0	6.0	191.0	2032709
OTU-31491	2602041640	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinimicrobium;s__Marinimicrobium sp000463525	Ga0052985_106_313	Proteobacteria	99.57	0.48	3.6210962199312933	3230	13.0	4.0	4.0	1164.0	3815107
OTU-31492	GCA_002438905.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp002438905	DJSA01000086.1_8	Bacteroidota	86.54	1.35	2.4604031180400874	1824	13.0	5.0	6.0	461.0	2221523
OTU-33990	GCF_001693735.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halobacteroidales;f__Halobacteroidaceae;g__Orenia;s__Orenia metallireducens_C	NZ_LWDV01000010.1_608	Firmicutes_F	99.13	2.03	0.7668003003003003	3332	14.0	4.0	7.0	1335.0	3465989
OTU-31493	GCA_003225565.1	MAG	NCBI-MAG	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA124;s__Gp1-AA124 sp003225075	QIAQ01000282.1_3	Acidobacteriota	90.19	2.11	3.3017272727272804	4431	10.0	5.0	4.0	866.0	4159596
OTU-31494	GCA_001917855.1	MAG	NCBI-MAG	d__Bacteria;p__Firmicutes_H;c__CSP1-3;o__CSP1-3;f__13-1-40CM-64-14;g__13-1-40CM-64-14;s__13-1-40CM-64-14 sp001917855	MNEU01000075.1_7	Firmicutes_H	71.3	0.19	3.7455210918114137	2070	13.0	4.0	3.0	407.0	2079062
OTU-29280	2785511446	MAG	IMG	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-2691785;s__GCA-2691785 sp002691785	Ga0267208_1085_16	Marinisomatota	74.31	0.0	1.1213493150684932	1400	10.0	5.0	8.0	151.0	1567670
OTU-31495	GCA_002479805.1	MAG	NCBI-MAG	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__Aquiluna sp002479805	DLPB01000011.1_115	Actinobacteriota	89.27	2.53	3.1337382550335566	1466	14.0	4.0	5.0	154.0	1467461
OTU-31497	2558860167	isolate	IMG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NC2004;s__NC2004 sp000621905	T510DRAFT_scaffold00001.1_13	Firmicutes_A	100.0	0.0	1.1762842215256013	2903	13.0	4.0	6.0	967.0	3373099
OTU-38618	GCF_003997935.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__	NZ_RZQL01000189.1_3	Proteobacteria	99.51	1.95	3.726338355574666	7479	12.0	4.0	4.0	2385.0	7336357
OTU-31499	GCF_002101815.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium paraense	NZ_LQPM01000021.1_31	Actinobacteriota	99.94	0.9	3.8813936825886084	5325	12.0	4.0	3.0	1308.0	5619528
OTU-31500	GCF_001499735.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__Thiocapsa sp001499735	NZ_LN848257.1_3229	Proteobacteria	96.27	0.0	3.8833156324582285	4837	12.0	4.0	3.0	1683.0	10382612
OTU-17789	3300025515_1	MAG	GEM	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	3300025515.a:Ga0208733_100214_14	Desulfobacterota	94.84	2.58	2.6732733865119793	4900	12.0	5.0	5.0	1430.0	4802067
OTU-17790	3300027719_4	MAG	GEM	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__	3300027719.a:Ga0209467_1009393_1	Myxococcota	62.84	1.97	4.141342105263192	5065	13.0	5.0	3.0	1076.0	5387161
OTU-17791	3300025515_2	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	3300025515.a:Ga0208733_100745_5	Proteobacteria	96.14	1.7	4.010956887486881	3307	13.0	4.0	0.0	970.0	3385012
OTU-17792	3300025515_5	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__UBA7960;s__	3300025515.a:Ga0208733_100356_4	Bacteroidota	89.42	0.71	2.206722792607801	2261	13.0	5.0	7.0	490.0	2703781
OTU-17793	3300025515_4	MAG	GEM	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Bellilinea;s__	3300025515.a:Ga0208733_100651_1	Chloroflexota	76.36	4.73	2.815002551020407	2553	12.0	5.0	5.0	403.0	2649674
OTU-17794	3300027719_2	MAG	GEM	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__;g__;s__	3300027719.a:Ga0209467_1000377_1	Verrucomicrobiota	93.92	2.03	3.5517614503816866	5599	12.0	4.0	4.0	1588.0	7203390
OTU-31501	2585428068	isolate	IMG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio fibrisolvens	EJ22DRAFT_scaffold00007.7_82,EJ22DRAFT_scaffold00001.1_321	Firmicutes_A	99.16	0.91	1.3173290570878764	4150	14.0	5.0	7.0	1572.0	4837257
